sid,name,date,latitude,longitude,wind_speed,category
1989309S07100,PEDRO,1989-11-10,-13.40,96.00,65,1
1989314N10152,HUNT,1989-11-19,14.80,127.00,90,2
1989324N17174,IRMA,1989-11-30,13.30,133.80,140,5
1989333N17276,KAREN,1989-11-30,20.80,-83.40,50,0
1989346S10133,FELICITY,1989-12-15,-16.50,141.10,75,0
1989349S08065,ALIBERA,1989-12-20,-10.90,55.50,135,4
1989354N05155,JACK,1989-12-25,13.80,148.20,125,4
1989364S05095,BAOMAVO,1990-01-05,-18.10,84.60,85,2
1990005S13112,ROSITA,1990-01-13,-13.90,102.20,45,-5
1990008N01172,KORYN,1990-01-14,15.20,145.70,73,1
1990012S12131,SAM,1990-01-17,-19.00,107.70,70,0
1990024S14117,TINA,1990-01-26,-17.50,112.80,50,0
1990027S18156,NANCY,1990-01-31,-22.00,160.30,65,1
1990028S10183,OFA,1990-02-04,-16.00,187.50,115,4
1990031S09070,DETY,1990-02-04,-16.10,66.90,95,2
1990032S11059,CEZERA,1990-02-02,-12.30,59.90,78,1
1990043S09206,PENI,1990-02-15,-17.80,-159.40,65,0
1990056S11125,VINCENT,1990-03-04,-21.20,110.60,70,1
1990058S16075,EDISOANA,1990-03-06,-20.30,61.20,98,3
1990059S13135,GREG,1990-03-03,-13.30,140.10,40,-1
1990060S15170,HILDA,1990-03-06,-18.30,153.60,60,0
1990062S13091,GREGOARA:WALTER,1990-03-18,-16.60,81.60,110,3
1990065S07083,FELANA,1990-03-09,-15.60,76.40,45,0
1990073S13170,IVOR,1990-03-19,-14.10,143.90,90,0
1990074S12115,ALEX,1990-03-20,-17.20,99.70,130,4
1990076S12165,RAE,1990-03-23,-21.70,176.10,50,0
1990101S07048,HANTA,1990-04-12,-12.20,46.20,45,0
1990102S11092,BESSI,1990-04-15,-16.50,91.00,40,0
1990117N04152,LEWIS,1990-04-28,7.90,151.10,35,0
1990124N09088,UNNAMED,1990-05-08,13.10,81.80,127,4
1990129N05138,MARIAN,1990-05-17,17.70,112.90,90,2
1990130S03081,IKONJO,1990-05-17,-8.50,54.70,55,0
1990133N09259,ALMA,1990-05-16,13.40,-117.10,75,1
1990154N11260,BORIS,1990-06-05,16.70,-113.40,80,1
1990160N12250,CRISTINA,1990-06-12,15.00,-113.90,55,0
1990163N08133,NATHAN,1990-06-17,18.70,111.80,55,0
1990166N06141,OFELIA,1990-06-22,21.70,121.60,90,2
1990170N13260,DOUGLAS,1990-06-21,16.70,-103.70,55,0
1990171N11148,PERCY,1990-06-25,12.60,129.50,115,4
1990177N14257,ELIDA,1990-06-28,18.60,-110.80,70,1
1990180N09159,ROBYN,1990-07-09,22.00,124.70,45,0
1990187N13258,FAUSTO,1990-07-08,18.90,-110.10,75,1
1990191N10266,GENEVIEVE,1990-07-15,20.20,-117.00,90,2
1990201N12254,HERNAN,1990-07-23,17.30,-117.20,135,4
1990202N10264,ISELLE,1990-07-25,19.20,-111.70,105,3
1990202N13130,TASHA,1990-07-30,19.30,115.90,55,0
1990203N09318,ARTHUR,1990-07-25,13.10,-63.70,60,0
1990205N16141,STEVE,1990-07-28,23.20,144.90,115,4
1990206N34285,BERTHA,1990-07-31,36.60,-67.00,70,1
1990208N18132,VERNON,1990-08-01,24.30,139.20,93,2
1990212N10338,CESAR,1990-08-02,16.10,-33.50,45,0
1990215N38337,EDOUARD,1990-08-03,39.50,-23.90,40,-2
1990216N13281,DIANA,1990-08-07,20.90,-96.80,85,2
1990216N29125,WINONA,1990-08-09,33.00,137.40,65,1
1990219N10214,AKA,1990-08-10,11.30,195.50,55,0
1990221N07162,YANCY,1990-08-18,21.90,124.60,90,2
1990224N09328,FRAN,1990-08-13,9.00,-53.60,35,0
1990228N15141,ZOLA,1990-08-21,28.90,134.20,100,3
1990229N11261,JULIO,1990-08-21,16.70,-119.50,100,3
1990232N13141,BECKY,1990-08-27,17.70,115.70,70,1
1990234N14248,KENNA,1990-08-26,15.80,-129.30,75,1
1990235N10152,ABE,1990-08-30,25.50,124.20,90,2
1990236N13314,GUSTAV,1990-08-31,30.30,-57.50,105,3
1990236N14264,LOWELL,1990-08-27,19.50,-112.50,65,1
1990237N13325,HORTENSE,1990-08-28,21.70,-43.60,55,0
1990245N16149,DOT,1990-09-06,20.40,126.80,75,1
1990245N20123,CECIL,1990-09-04,27.10,120.20,45,0
1990247N07337,ISIDORE,1990-09-07,18.50,-37.60,85,2
1990250N13157,ED,1990-09-16,16.10,112.70,90,2
1990251N06171,FLO,1990-09-17,25.90,128.90,145,5
1990251N12238,MARIE,1990-09-11,14.80,-132.10,120,4
1990253N12248,NORBERT,1990-09-15,21.10,-124.40,70,1
1990261N12141,GENE,1990-09-26,25.00,126.10,80,1
1990264N14328,JOSEPHINE,1990-10-05,34.10,-38.40,75,1
1990267N13252,ODILE,1990-09-26,15.20,-122.10,125,4
1990270N13261,RACHEL,1990-10-02,20.30,-112.10,55,0
1990271N13153,HATTIE,1990-10-04,22.50,131.80,90,2
1990272N10223,POLO,1990-09-30,15.00,-139.00,65,1
1990272N11121,IRA,1990-10-02,13.30,112.00,35,0
1990277N16301,KLAUS,1990-10-05,17.20,-61.20,70,1
1990279N36316,LILI,1990-10-11,31.20,-55.90,65,1
1990282N15250,SIMON,1990-10-11,17.90,-120.00,60,0
1990283N15129,JEANA,1990-10-13,13.00,110.50,35,0
1990283N23281,MARCO,1990-10-11,26.70,-82.60,55,0
1990287N13156,KYLE,1990-10-19,20.10,143.40,90,2
1990288N15118,LOLA,1990-10-18,13.70,109.50,40,0
1990289N10261,TRUDY,1990-10-20,15.50,-111.00,135,4
1990289N22300,NANA,1990-10-18,24.10,-63.80,75,1
1990295N11261,VANCE,1990-10-26,17.90,-107.90,85,2
1990309N08167,PAGE,1990-11-26,13.40,128.70,140,5
1990310N07152,MIKE,1990-11-10,8.00,133.90,150,5
1990312N12121,NELL,1990-11-11,12.70,112.10,50,0
1990319N07197,OWEN,1990-11-27,8.30,151.40,140,5
1990327S07175,SINA,1990-11-27,-17.00,175.20,125,4
1990334S08078,UNNAMED,1990-12-03,-15.30,79.90,55,0
1990343S10128,LAURENCE,1990-12-10,-12.50,128.90,35,-1
1990347N05173,RUSS,1990-12-19,11.30,149.10,125,4
1990348N04087,UNNAMED,1990-12-17,16.80,86.70,55,0
1990350S11165,JOY,1990-12-23,-16.10,146.70,90,2
1991008S09078,ALISON,1991-01-15,-13.40,81.10,65,1
1991013S04096,BELLA,1991-01-29,-17.90,61.70,130,4
1991015N02087,UNNAMED,1991-01-17,3.70,75.50,35,0
1991046S15122,CHRIS,1991-02-19,-15.70,116.80,60,0
1991046S18150,DAPHNE,1991-02-23,-20.10,116.00,60,0
1991047S16041,CYNTHIA,1991-02-17,-19.30,43.70,67,0
1991053S21040,DEBRA,1991-02-26,-25.40,38.00,90,2
1991055S12142,KELVIN,1991-02-25,-16.30,150.30,60,0
1991057S10087,ELMA,1991-02-28,-18.20,88.70,70,0
1991062N04156,SHARON,1991-03-09,6.50,138.00,60,0
1991077N03165,TIM,1991-03-23,16.10,152.50,68,1
1991080S06092,FATIMA,1991-03-26,-12.00,80.70,90,2
1991083S11100,ERROL,1991-03-25,-10.60,100.10,110,3
1991099S10132,MARIAN,1991-04-13,-13.40,120.30,100,2
1991105S12103,FIFI,1991-04-17,-14.80,102.20,60,0
1991111N04145,VANESSA,1991-04-26,12.80,114.20,45,0
1991113N10091,UNNAMED,1991-04-29,21.20,91.00,138,5
1991124N05152,WALT,1991-05-12,15.00,130.10,140,5
1991124S08154,LISA,1991-05-10,-15.80,156.60,75,1
1991136N11238,ANDRES,1991-05-17,10.70,-123.00,55,0
1991150N14091,UNNAMED,1991-06-01,21.30,90.40,48,0
1991156S07084,GRITELLE,1991-06-10,-11.10,68.50,44,0
1991163N11128,YUNYA,1991-06-14,14.30,123.90,100,3
1991166N10257,BLANCA,1991-06-20,12.60,-121.50,55,0
1991168N11265,CARLOS,1991-06-24,15.30,-127.00,105,3
1991174N13259,DELORES,1991-06-25,17.80,-106.70,75,1
1991181N26282,ANA,1991-07-04,37.10,-67.80,45,0
1991187N06139,ZEKE,1991-07-12,18.20,111.40,75,1
1991194N11147,AMY,1991-07-18,21.00,121.60,125,4
1991196N06153,BRENDAN,1991-07-22,17.00,122.60,68,1
1991197N09248,ENRIQUE,1991-07-17,12.60,238.50,65,1
1991200N05157,CAITLIN,1991-07-27,26.10,126.60,80,2
1991210N11253,FEFA,1991-08-02,16.60,-122.70,105,3
1991216N12262,GUILLERMO,1991-08-05,15.60,-104.80,70,1
1991219N25165,DOUG,1991-08-09,29.60,158.40,35,0
1991220N10133,FRED,1991-08-16,20.10,109.90,95,2
1991220N13258,HILDA,1991-08-11,19.00,-113.50,55,0
1991220N20160,ELLIE,1991-08-14,26.70,140.10,70,1
1991226N18159,GLADYS,1991-08-17,26.20,139.50,60,0
1991228N26286,BOB,1991-08-19,36.50,-74.50,100,3
1991233N22147,UNNAMED,1991-08-27,29.40,131.30,35,-1
1991239N20133,HARRY,1991-08-30,32.80,136.50,40,0
1991243N05172,IVY,1991-09-06,22.80,143.20,95,2
1991244N19126,JOEL,1991-09-06,22.30,115.50,53,0
1991248N27304,CLAUDETTE,1991-09-07,27.00,-61.50,115,4
1991250N10334,DANNY,1991-09-09,11.80,-39.60,45,0
1991251N12138,KINNA,1991-09-13,26.80,127.70,80,2
1991252N24311,ERIKA,1991-09-10,34.70,-46.10,50,0
1991253S09080,UNNAMED,1991-09-12,-11.30,81.00,45,0
1991256N13171,MIREILLE,1991-09-22,16.60,132.80,130,4
1991256N14148,LUKE,1991-09-18,25.60,130.40,55,0
1991257N16130,NAT,1991-09-22,21.80,122.90,110,3
1991259N14258,IGNACIO,1991-09-17,17.50,-103.50,55,0
1991264N10260,JIMENA,1991-09-23,13.40,-108.90,115,4
1991268N12264,KEVIN,1991-10-01,17.60,-112.00,125,4
1991274N08164,PAT,1991-10-08,18.60,151.10,125,4
1991274N14149,ORCHID,1991-10-07,19.30,131.20,113,4
1991277N13251,LINDA,1991-10-05,16.70,-108.60,105,3
1991281N12265,MARTY,1991-10-11,17.30,-108.40,70,1
1991285S08064,UNNAMED,1991-10-18,-11.00,52.10,35,0
1991288N19274,FABIAN,1991-10-15,21.20,-83.10,40,0
1991289N06156,RUTH,1991-10-24,14.90,133.70,145,5
1991299N27295,GRACE,1991-10-29,31.50,-61.80,90,2
1991301N08173,SETH,1991-11-03,16.20,144.60,130,4
1991302N44301,UNNAMED,1991-11-01,38.20,-66.50,65,1
1991304N08140,THELMA,1991-11-04,11.90,126.20,45,0
1991307N06177,VERNE,1991-11-08,16.30,148.70,55,0
1991311N10256,NORA,1991-11-09,13.30,-113.30,90,2
1991313N10095,UNNAMED,1991-11-14,10.80,81.00,45,0
1991317N09141,WILDA,1991-11-16,13.10,124.80,45,0
1991317S07164,TIA,1991-11-18,-13.70,169.00,95,2
1991320N06171,YURI,1991-11-27,12.10,144.80,150,5
1991324S08074,UNNAMED,1991-11-23,-14.70,71.80,45,0
1991329N04181,ZELDA,1991-11-30,11.70,158.80,80,1
1991335S04095,GRAHAM,1991-12-05,-9.60,95.50,110,3
1991338S08181,VAL,1991-12-08,-13.90,-172.50,125,4
1991339S10203,WASA,1991-12-08,-13.30,-158.90,105,3
1991348S23218,ARTHUR,1991-12-14,-20.70,-139.50,50,-5
1991352S08066,ALEXANDRA,1991-12-22,-16.60,79.10,103,3
1991360S13058,BRYNA,1992-01-01,-14.90,54.30,44,0
1992003N03176,AXEL,1992-01-08,6.00,167.50,70,1
1992005S07172,BETSY,1992-01-09,-17.00,166.30,95,2
1992006S13134,MARK,1992-01-09,-13.40,141.00,55,0
1992017S12198,UNNAMED,1992-01-18,-18.80,-154.00,35,0
1992027N05206,EKEKA,1992-02-02,9.20,186.30,100,3
1992036S11212,CLIFF,1992-02-07,-15.70,-138.80,70,1
1992039S14063,CELESTA,1992-02-11,-24.10,68.80,45,0
1992044S09181,DAMAN,1992-02-17,-20.30,161.30,85,2
1992048S18067,DAVILIA,1992-02-23,-20.80,71.90,39,0
1992050S19155,UNNAMED,1992-02-20,-22.30,151.90,35,0
1992054S14044,ELIZABETHA,1992-02-24,-14.80,45.70,35,-5
1992055S11086,FARIDA,1992-02-28,-19.00,75.30,120,4
1992055S12119,IAN,1992-03-01,-16.60,117.10,105,3
1992055S13169,ESAU,1992-02-29,-13.60,159.40,130,4
1992056S11102,HARRIET:HEATHER,1992-03-01,-15.10,89.10,120,4
1992058S15060,GERDA,1992-02-27,-15.40,61.30,35,0
1992060S18061,GERDA,1992-02-29,-18.00,60.00,35,-5
1992064S10184,FRAN,1992-03-08,-17.60,170.20,138,5
1992074S12185,GENE,1992-03-17,-19.20,-162.30,58,0
1992084S10212,HETTIE,1992-03-27,-24.00,-143.10,55,0
1992088N05188,HALI,1992-03-29,6.00,-174.10,45,0
1992088S23215,HETTIE,1992-03-27,-23.20,-145.00,45,-5
1992096S05101,IRNA:JANE,1992-04-14,-14.60,86.80,120,4
1992096S08132,NEVILLE,1992-04-09,-11.50,128.40,120,4
1992113N24301,UNNAMED,1992-04-22,24.90,-61.50,45,-2
1992118S11179,INNIS,1992-04-29,-13.70,169.30,65,1
1992136N10090,UNNAMED,1992-05-18,17.90,92.90,63,0
1992154N11258,AGATHA,1992-06-02,15.00,-102.70,60,0
1992155N10070,UNNAMED,1992-06-11,13.80,56.50,45,-1
1992167N12088,UNNAMED,1992-06-17,20.40,87.00,45,0
1992172N07144,BOBBIE,1992-06-26,19.60,124.30,120,4
1992174N13126,CHUCK,1992-06-27,18.20,110.30,78,1
1992175N12269,CELIA,1992-06-27,14.70,-110.70,125,4
1992175N16249,BLAS,1992-06-23,16.50,-112.80,35,0
1992176N06145,DEANNA,1992-07-02,19.10,127.70,40,0
1992185N13265,DARBY,1992-07-06,19.90,-113.00,105,3
1992188N07156,ELI,1992-07-10,15.50,123.40,70,1
1992191N12252,ESTELLE,1992-07-13,16.80,-122.30,120,4
1992194N07140,FAYE,1992-07-17,22.00,113.60,50,0
1992195N14254,FRANK,1992-07-18,15.90,-120.60,125,4
1992197N11266,GEORGETTE,1992-07-17,14.80,-107.00,95,2
1992198N13135,GARY,1992-07-22,20.70,110.80,65,1
1992206N25161,HELEN,1992-07-26,26.70,157.90,45,0
1992207N18090,UNNAMED,1992-07-26,20.30,86.40,40,0
1992208N13246,HOWARD,1992-07-28,12.70,-122.20,55,0
1992210N14254,ISIS,1992-07-30,20.70,-116.20,55,0
1992212N05154,JANIS,1992-08-05,21.30,133.60,113,4
1992212N20135,IRVING,1992-08-03,30.70,134.10,55,1
1992213N12256,JAVIER,1992-08-05,18.40,-128.60,70,1
1992216N06182,KENT,1992-08-11,21.40,147.50,130,4
1992227N13130,LOIS,1992-08-17,19.50,136.00,40,0
1992227N17112,MARK,1992-08-17,22.00,117.70,50,0
1992229N24162,NINA,1992-08-19,32.30,155.50,45,0
1992230N11325,ANDREW,1992-08-23,25.40,-75.80,150,5
1992231N19249,KAY,1992-08-19,19.10,-118.40,45,0
1992233N16254,LESTER,1992-08-22,24.00,-114.10,70,1
1992236N07159,OMAR,1992-08-29,14.80,140.30,130,4
1992237N14144,POLLY,1992-08-29,23.40,122.10,55,0
1992241N11253,NEWTON,1992-08-29,13.00,-119.80,45,0
1992241N13237,MADELINE,1992-08-28,14.30,-128.90,45,0
1992242N13166,RYAN,1992-09-07,25.20,149.60,115,4
1992247N10258,ORLENE,1992-09-06,14.00,-121.70,125,4
1992248N19166,SIBYL,1992-09-11,25.90,158.80,108,3
1992249N12229,INIKI,1992-09-11,19.50,-160.00,125,4
1992255N19247,PAINE,1992-09-13,17.80,-122.80,65,1
1992258N17249,ROSLYN,1992-09-23,18.90,-134.80,85,2
1992259N11159,TED,1992-09-21,21.40,121.80,65,1
1992262N10262,TINA,1992-09-30,17.30,-117.70,130,4
1992262N17252,SEYMOUR,1992-09-20,22.30,-114.30,75,1
1992262N34301,BONNIE,1992-09-21,37.50,-52.30,95,2
1992263N05175,VAL,1992-09-26,26.80,153.00,55,0
1992266N30327,CHARLEY,1992-09-24,36.10,-34.10,95,2
1992267N33285,DANIELLE,1992-09-25,35.90,-75.20,55,0
1992268N11193,WARD,1992-10-02,23.90,162.40,95,2
1992269S05087,AVIONA,1992-09-28,-9.60,87.30,65,1
1992271N26291,EARL,1992-10-01,28.40,-70.30,55,0
1992273N12077,UNNAMED,1992-10-02,18.00,61.00,55,0
1992275N14260,VIRGIL,1992-10-03,15.90,-102.60,115,4
1992277N16140,YVETTE,1992-10-13,19.40,129.40,155,5
1992279N08175,ZACK,1992-10-13,24.60,153.40,40,0
1992279N10097,UNNAMED,1992-10-08,14.30,83.70,45,0
1992281N11263,WINIFRED,1992-10-09,17.50,-104.30,100,3
1992286N12115,ANGELA,1992-10-19,12.00,113.80,90,2
1992288N10089,UNNAMED,1992-10-21,20.20,90.80,35,-1
1992288N10253,XAVIER,1992-10-14,10.20,-107.60,40,0
1992289N08135,COLLEEN,1992-10-20,14.60,130.30,80,1
1992289N09171,BRIAN,1992-10-22,19.40,140.00,95,2
1992290N11253,YOLANDA,1992-10-18,15.70,-129.20,55,0
1992292S09083,BABIE,1992-10-20,-12.00,81.20,45,0
1992297N26299,FRANCES,1992-10-24,30.60,-58.80,75,1
1992298N10188,DAN,1992-10-28,19.10,166.70,110,3
1992300N13249,ZEKE,1992-10-29,19.30,-114.90,45,0
1992302N06150,ELSIE,1992-11-05,18.40,134.70,145,5
1992306N12093,UNNAMED,1992-11-05,16.20,86.00,55,0
1992311N06107,UNNAMED,1992-11-13,7.60,78.60,65,1
1992314N08141,FORREST,1992-11-20,18.80,89.20,123,4
1992318N06182,GAY,1992-11-20,11.10,156.70,158,5
1992318N11160,HUNT,1992-11-20,19.40,139.40,125,4
1992331S11082,UNNAMED,1992-12-07,-8.60,48.80,35,0
1992335N03077,UNNAMED,1992-12-02,5.30,76.80,50,0
1992338S04173,JONI,1992-12-10,-16.80,176.70,110,3
1992352S11100,KEN,1992-12-19,-13.40,95.00,45,0
1992354N03075,UNNAMED,1992-12-23,7.60,53.30,50,0
1992357S13143,NINA,1993-01-01,-11.70,159.20,85,1
1992358S07161,KINA,1992-12-29,-14.20,172.60,120,4
1992361S23039,UNNAMED,1992-12-26,-23.80,41.20,37,-5
1993002S17196,UNNAMED,1993-01-02,-19.90,-156.70,45,0
1993012S09074,COLINA,1993-01-19,-20.60,55.10,95,2
1993016S06091,EDWINA,1993-01-24,-14.90,69.00,110,3
1993016S16042,DESSILIA,1993-01-20,-20.90,43.40,50,0
1993023S14120,LENA,1993-01-25,-16.00,119.00,55,0
1993025S12136,UNNAMED,1993-01-26,-14.20,135.70,35,0
1993029S11178,LIN,1993-02-02,-19.20,192.00,90,2
1993034S12151,OLIVER,1993-02-07,-17.60,151.90,115,4
1993034S14191,MICK,1993-02-07,-19.30,182.90,45,0
1993041S16052,FINELLA,1993-02-14,-26.70,55.30,75,1
1993043S11193,NISHA,1993-02-14,-20.80,-158.70,65,1
1993045S13170,OLI,1993-02-17,-19.50,178.30,50,0
1993051S14046,GRACIA,1993-02-22,-16.70,44.10,37,-5
1993053S12161,POLLY,1993-02-28,-19.30,160.00,100,3
1993061S14042,IONIA,1993-03-03,-16.80,44.00,34,-5
1993064N03174,IRMA,1993-03-13,10.50,155.10,55,0
1993069S08164,ROGER,1993-03-15,-18.70,155.80,60,0
1993083S12181,PREMA,1993-03-29,-16.40,168.80,125,4
1993091S13092,JOURDANNE,1993-04-06,-18.40,75.70,125,4
1993096S11101,MONTY,1993-04-10,-16.50,105.60,60,0
1993120S10075,KONITA,1993-05-05,-10.90,68.40,88,2
1993131S04158,ADEL,1993-05-14,-9.50,150.00,65,0
1993134N04160,JACK,1993-05-20,12.50,155.20,35,0
1993152N22276,UNNAMED,1993-06-02,28.40,-69.90,35,-4
1993162N10245,ADRIAN,1993-06-16,13.00,-119.60,75,1
1993164N04160,KORYN,1993-06-24,13.80,129.20,130,4
1993169N13265,BEATRIZ,1993-06-19,15.90,-97.80,55,0
1993169N21268,ARLENE,1993-06-19,25.90,-95.90,35,0
1993185N09137,LEWIS,1993-07-10,18.20,111.20,85,2
1993186N13262,CALVIN,1993-07-07,18.20,-104.10,95,2
1993193N08144,MARIAN,1993-07-14,12.50,130.70,45,0
1993196N11241,DORA,1993-07-16,13.80,-128.00,115,4
1993197N11247,EUGENE,1993-07-19,14.90,-122.30,110,3
1993199N10156,NATHAN,1993-07-23,24.60,139.50,55,0
1993205N15137,OFELIA,1993-07-26,25.60,133.50,45,0
1993207N19130,PERCY,1993-07-29,27.60,128.70,60,0
1993211N07161,ROBYN,1993-08-07,20.50,132.20,118,4
1993215N08154,STEVE,1993-08-10,17.00,137.40,65,1
1993217N10320,BRET,1993-08-06,10.10,-52.90,50,0
1993221N12216,KEONI,1993-08-16,14.80,189.40,115,4
1993221N13256,FERNANDA,1993-08-12,14.80,-123.90,125,4
1993224N07153,TASHA,1993-08-20,20.70,113.00,80,1
1993227N14301,CINDY,1993-08-16,17.30,-69.30,40,0
1993227N15258,GREG,1993-08-19,18.20,-115.80,115,4
1993229N10159,VERNON,1993-08-24,26.40,147.10,80,1
1993229N13265,HILARY,1993-08-21,18.60,-107.90,105,3
1993231N09134,WINONA,1993-08-24,14.60,116.70,45,0
1993233N13260,IRWIN,1993-08-22,16.70,-102.90,60,0
1993235N20307,EMILY,1993-08-31,34.50,-75.20,100,3
1993236N14329,DENNIS,1993-08-25,16.40,-35.80,45,0
1993240N17142,YANCY,1993-09-02,26.00,126.30,95,4
1993241N14264,JOVA,1993-09-01,17.50,-105.90,115,4
1993246N16129,ZOLA,1993-09-08,29.60,132.40,50,0
1993249N12253,KENNETH,1993-09-11,17.20,-119.60,130,4
1993250N17119,ABE,1993-09-13,22.20,117.80,110,3
1993251N25293,FLOYD,1993-09-12,48.00,-7.50,70,-4
1993252N11265,LIDIA,1993-09-11,16.70,-105.40,130,4
1993253N06150,BECKY,1993-09-16,20.50,115.90,63,0
1993258N11279,GERT,1993-09-20,21.30,-97.00,85,2
1993261N11131,DOT,1993-09-25,20.90,112.40,78,1
1993262N27298,HARVEY,1993-09-20,35.60,-55.20,65,1
1993263N11168,CECIL,1993-09-25,23.40,144.60,100,3
1993270N07153,ED,1993-10-04,20.00,132.60,140,5
1993271N14134,FLO,1993-10-03,16.70,123.20,68,1
1993273N11245,MAX,1993-10-02,11.00,-116.70,40,0
1993275N04159,GENE,1993-10-08,16.90,134.50,35,0
1993276N13249,NORMA,1993-10-04,17.50,-114.40,45,0
1993285N12192,HATTIE,1993-10-23,24.90,154.20,50,0
1993298N11154,IRA,1993-10-31,15.70,124.70,120,4
1993306N10168,JEANA,1993-11-10,20.70,135.80,50,0
1993309N06072,UNNAMED,1993-11-13,16.00,64.30,45,0
1993312S06080,ALEXINA,1993-11-10,-11.70,79.70,60,0
1993316N11070,UNNAMED,1993-11-14,20.30,64.20,78,1
1993322N09137,KYLE,1993-11-23,12.90,111.10,90,2
1993327S07093,BETTINA,1993-11-27,-15.20,77.60,60,0
1993331N05172,LOLA,1993-12-08,11.60,109.80,100,3
1993331N07108,UNNAMED,1993-12-04,11.40,79.30,90,1
1993336N05164,MANNY,1993-12-09,13.10,125.80,118,4
1993345S08083,CECILIA,1993-12-17,-17.00,60.40,83,2
1993348S13120,NAOMI,1993-12-17,-18.50,121.40,80,0
1993353N05159,NELL,1993-12-25,9.00,127.40,68,1
1993360S04171,REWA,1994-01-02,-18.30,154.10,125,4
1993362S12130,OSCAR,1994-01-01,-14.20,123.20,40,0
1994007S16056,DAISY,1994-01-13,-19.00,49.90,93,2
1994010S17124,FARAH:PEARL,1994-01-17,-16.50,92.70,95,2
1994012S09075,EDMEA,1994-01-17,-21.60,64.70,52,0
1994019S17174,SARAH,1994-01-23,-14.30,161.70,100,3
1994022S12113,QUENTON,1994-01-26,-15.20,105.80,80,0
1994026S11078,GERALDA,1994-01-31,-14.60,56.80,145,5
1994028S11136,SADIE,1994-01-30,-14.90,140.60,45,-1
1994036S09075,HOLLANDA,1994-02-11,-20.90,56.30,105,3
1994037S12095,IVY,1994-02-17,-23.60,62.50,95,2
1994047S16124,UNNAMED,1994-02-19,-18.10,121.60,35,0
1994053S08155,THEODORE,1994-02-25,-13.60,156.50,115,3
1994064S13099,LITANNE,1994-03-13,-18.10,55.70,130,4
1994064S15052,KELVINA,1994-03-08,-21.30,52.50,50,0
1994067S14109,MARIOLA,1994-03-12,-15.30,82.20,90,2
1994071S10119,SHARON,1994-03-15,-16.00,112.90,105,3
1994076S14078,NADIA,1994-03-22,-12.90,54.80,120,4
1994078N06096,UNNAMED,1994-03-23,13.30,90.30,40,0
1994078S06184,THOMAS:TOMAS,1994-03-25,-20.60,174.00,105,3
1994081S11154,USHA,1994-03-26,-17.20,168.90,55,0
1994086S08092,ODILLE,1994-04-11,-16.20,60.00,105,3
1994087S10115,TIM,1994-03-30,-11.50,108.90,38,0
1994088N09148,OWEN,1994-04-03,10.20,126.20,75,1
1994095S08129,VIVIENNE,1994-04-08,-12.60,120.80,85,0
1994116S05095,WILLY,1994-04-28,-9.70,95.10,50,-1
1994117N07096,UNNAMED,1994-05-02,20.10,91.80,118,4
1994128N04155,PAGE,1994-05-15,20.80,137.60,90,2
1994153N19113,RUSS,1994-06-06,19.50,115.00,55,0
1994157N17074,UNNAMED,1994-06-07,19.20,64.00,55,0
1994169N06152,SHARON,1994-06-23,17.70,115.40,45,0
1994169N13240,ALETTA,1994-06-20,13.80,-124.20,45,0
1994178N16248,BUD,1994-06-28,16.00,-114.50,40,0
1994180N12255,CARLOTTA,1994-06-30,16.60,-112.90,90,2
1994181N22276,ALBERTO,1994-07-03,29.90,-86.70,55,0
1994186N09139,TIM,1994-07-10,20.80,123.50,95,4
1994189N16117,VANESSA,1994-07-10,15.40,117.00,43,0
1994190N13239,DANIEL,1994-07-09,11.50,-127.80,55,0
1994191N08141,ZEKE,1994-07-22,29.10,154.80,65,1
1994192N05139,WALT,1994-07-19,22.10,133.40,130,4
1994197N09229,EMILIA,1994-07-19,11.70,-149.60,140,5
1994197N14115,YUNYA,1994-07-18,17.40,119.90,45,0
1994200N13235,FABIO,1994-07-19,14.10,-127.90,40,0
1994202N11238,GILMA,1994-07-24,12.10,-143.30,140,5
1994206N14131,BRENDAN,1994-07-31,32.70,125.50,50,0
1994206N22107,AMY,1994-07-29,19.00,108.20,45,-1
1994210N16144,CAITLIN,1994-08-03,24.00,118.40,53,0
1994211N12152,DOUG,1994-08-05,17.20,127.90,140,5
1994212N11240,LI,1994-08-12,12.60,181.20,65,1
1994215N30149,ELLIE,1994-08-11,26.30,136.90,75,1
1994219N19252,HECTOR,1994-08-08,21.90,-111.70,55,0
1994222N11267,JOHN,1994-08-23,14.20,204.90,150,5
1994223N15253,ILEANA,1994-08-12,21.00,-111.20,65,1
1994224N20152,FRED,1994-08-19,21.50,127.40,123,4
1994227N29273,BERYL,1994-08-16,30.00,-85.60,50,0
1994229N11321,CHRIS,1994-08-19,17.00,-50.60,70,1
1994231N12157,GLADYS,1994-08-31,23.00,125.00,80,2
1994232N10144,HARRY,1994-08-27,20.30,111.10,60,0
1994237N24167,IVY,1994-08-31,28.50,158.90,75,1
1994241N14236,KRISTY,1994-09-01,16.50,-144.10,90,2
1994242N12112,JOEL,1994-09-06,18.40,109.30,45,0
1994244N07151,KINNA,1994-09-10,30.80,139.20,85,2
1994247N18251,LANE,1994-09-06,18.40,-123.90,115,4
1994249N11200,MELE,1994-09-07,11.60,-165.00,35,0
1994250N14133,LUKE,1994-09-12,19.60,112.80,48,0
1994251N10180,MELISSA,1994-09-15,19.60,159.60,133,4
1994253N13303,DEBBY,1994-09-10,14.10,-61.60,60,0
