sid,name,date,latitude,longitude,wind_speed,category
1905250N12302,UNNAMED,1905-09-06,11.60,-58.50,50,0
1905255N20309,UNNAMED,1905-09-13,22.10,-57.90,50,0
1905267N18276,UNNAMED,1905-09-26,22.20,-90.50,45,0
1905274N11281,UNNAMED,1905-10-09,31.70,-62.10,105,3
1905278N23271,UNNAMED,1905-10-08,25.80,-92.70,45,0
1906160N19276,UNNAMED,1906-06-09,23.50,-84.10,45,0
1906165N23284,UNNAMED,1906-06-19,33.80,-72.30,90,2
1906234N29307,UNNAMED,1906-08-24,33.80,-54.10,60,0
1906238N14339,UNNAMED,1906-09-05,22.10,-70.80,115,4
1906247N10327,UNNAMED,1906-09-14,26.60,-64.70,80,1
1906263N12283,UNNAMED,1906-09-26,24.70,-86.60,105,3
1906265N30328,UNNAMED,1906-09-23,26.90,-37.10,60,0
1906281N11284,UNNAMED,1906-10-10,12.10,-83.10,105,3
1906287N34298,UNNAMED,1906-10-15,33.20,-69.70,45,0
1906288N21291,UNNAMED,1906-10-18,29.30,-66.00,45,0
1906309N18278,UNNAMED,1906-11-07,21.70,-80.00,70,1
1907176N16282,UNNAMED,1907-06-29,31.80,-80.80,55,0
1907262N25281,UNNAMED,1907-09-20,27.50,-85.80,40,0
1907270N22266,UNNAMED,1907-09-28,29.60,-86.60,45,0
1907290N26293,UNNAMED,1907-10-17,26.30,-67.40,45,0
1907310N32320,UNNAMED,1907-11-08,26.90,-41.40,40,0
1908067N24300,UNNAMED,1908-03-07,18.80,-62.20,85,2
1908146N21288,UNNAMED,1908-05-28,31.20,-78.80,65,1
1908207N28285,UNNAMED,1908-07-30,31.40,-78.20,70,1
1908211N30266,UNNAMED,1908-07-30,28.10,-91.70,50,0
1908244N33288,UNNAMED,1908-09-01,33.80,-76.80,45,0
1908252N15308,UNNAMED,1908-09-13,23.20,-75.80,105,3
1908261N25270,UNNAMED,1908-09-18,27.40,-93.40,60,0
1908266N13314,UNNAMED,1908-10-01,23.90,-77.70,95,2
1908289N12282,UNNAMED,1908-10-17,12.60,-83.00,90,2
1908294N35288,UNNAMED,1908-10-19,35.00,-72.00,35,-4
1909166N11278,UNNAMED,1909-06-16,11.50,-82.50,40,0
1909177N25276,UNNAMED,1909-06-29,26.10,-96.50,85,2
1909178N21288,UNNAMED,1909-06-28,25.00,-79.30,45,0
1909195N12300,UNNAMED,1909-07-21,28.60,-94.50,100,3
1909218N17281,UNNAMED,1909-08-07,21.00,-84.30,40,0
1909232N15305,UNNAMED,1909-08-26,22.50,-92.50,105,3
1909234N23274,UNNAMED,1909-08-23,26.00,-90.50,45,0
1909240N24287,UNNAMED,1909-08-29,26.30,-78.50,45,0
1909257N18289,UNNAMED,1909-09-19,23.90,-87.40,105,3
1909267N22277,UNNAMED,1909-09-27,29.50,-77.00,50,0
1909280N11284,UNNAMED,1909-10-10,19.60,-83.80,105,3
1909313N11279,UNNAMED,1909-11-13,21.00,-68.50,90,2
1910235N15298,UNNAMED,1910-08-28,32.90,-78.00,40,-4
1910239N27268,UNNAMED,1910-08-30,26.00,-96.50,40,0
1910248N17302,UNNAMED,1910-09-12,24.40,-89.50,95,2
1910267N28300,UNNAMED,1910-09-25,32.00,-63.70,85,2
1910282N11281,UNNAMED,1910-10-16,22.40,-85.40,130,4
1911217N31274,UNNAMED,1911-08-10,36.50,-58.50,50,0
1911221N26278,UNNAMED,1911-08-11,29.50,-86.50,70,1
1911235N25295,UNNAMED,1911-08-27,31.50,-78.70,85,2
1911247N12303,UNNAMED,1911-09-09,12.30,-79.70,85,2
1911259N34305,UNNAMED,1911-09-17,34.00,-57.30,55,0
1911299N23285,UNNAMED,1911-10-27,22.00,-84.00,45,0
1912160N28272,UNNAMED,1912-06-09,26.50,-89.00,60,0
1912195N25286,UNNAMED,1912-07-15,31.30,-80.70,45,0
1912246N38288,UNNAMED,1912-09-03,37.60,-72.50,45,0
1912255N29276,UNNAMED,1912-09-13,28.60,-86.70,80,1
1912278N29272,UNNAMED,1912-10-06,32.20,-74.30,80,1
1912286N18279,UNNAMED,1912-10-15,23.80,-94.10,85,2
1912316N11280,UNNAMED,1912-11-17,16.50,-79.80,100,3
1913172N11280,UNNAMED,1913-06-27,25.20,-93.30,65,1
1913227N32292,UNNAMED,1913-08-15,36.00,-59.00,40,0
1913239N13339,UNNAMED,1913-09-08,31.00,-47.40,60,0
1913243N29288,UNNAMED,1913-09-02,32.90,-74.30,75,1
1913276N41289,UNNAMED,1913-10-08,32.80,-78.20,65,1
1913301N18274,UNNAMED,1913-10-29,21.50,-85.10,65,1
1914258N25284,UNNAMED,1914-09-17,29.80,-80.10,60,0
1915212N27284,UNNAMED,1915-08-01,28.40,-80.30,65,1
1915218N14334,UNNAMED,1915-08-14,21.00,-83.40,125,4
1915240N18316,UNNAMED,1915-09-02,31.80,-62.00,105,3
1915244N15281,UNNAMED,1915-09-02,21.10,-82.10,85,2
1915263N26297,UNNAMED,1915-09-22,37.40,-48.50,50,0
1915265N12299,UNNAMED,1915-09-25,15.30,-76.50,125,4
1916135N21280,UNNAMED,1916-05-17,41.00,-72.50,50,-4
1916181N13281,UNNAMED,1916-07-05,29.90,-88.00,105,3
1916192N12308,UNNAMED,1916-07-16,23.80,-69.50,90,2
1916193N26289,UNNAMED,1916-07-13,31.30,-78.90,100,3
1916218N24266,UNNAMED,1916-08-06,24.60,-97.10,50,0
1916225N13305,UNNAMED,1916-08-18,23.70,-91.20,115,4
1916234N16300,UNNAMED,1916-08-22,17.80,-65.20,95,2
1916240N14312,UNNAMED,1916-08-28,15.10,-55.20,70,1
1916249N24285,UNNAMED,1916-09-05,30.50,-78.50,45,0
1916258N20304,UNNAMED,1916-09-18,33.70,-55.90,75,1
1916262N13315,UNNAMED,1916-09-22,25.80,-67.50,105,3
1916276N27285,UNNAMED,1916-10-03,30.00,-76.50,50,0
1916280N12301,UNNAMED,1916-10-12,27.90,-62.50,105,3
1916283N19284,UNNAMED,1916-10-14,16.70,-82.70,95,2
1916316N12285,UNNAMED,1916-11-14,19.30,-85.90,60,0
1917188N12301,UNNAMED,1917-07-08,14.00,-70.00,45,0
1917218N32293,UNNAMED,1917-08-10,38.00,-71.80,60,0
1917242N16316,UNNAMED,1917-09-04,29.60,-63.60,105,3
1917263N13303,UNNAMED,1917-09-25,21.80,-82.50,130,4
1918213N13302,UNNAMED,1918-08-06,28.50,-92.30,105,3
1918234N12303,UNNAMED,1918-08-25,15.60,-83.00,90,2
1918235N28287,UNNAMED,1918-08-24,34.40,-77.00,65,1
1918244N35309,UNNAMED,1918-09-04,38.30,-49.00,60,0
1918245N25303,UNNAMED,1918-09-05,32.80,-65.80,95,2
1918252N14300,UNNAMED,1918-09-11,16.60,-68.70,40,0
1919183N25276,UNNAMED,1919-07-03,28.30,-86.60,55,0
1919245N33287,UNNAMED,1919-09-03,39.00,-66.00,85,2
1919246N16299,UNNAMED,1919-09-10,24.30,-82.10,130,4
1919272N28285,UNNAMED,1919-09-30,30.00,-78.20,40,0
1919314N32302,UNNAMED,1919-11-12,26.30,-63.80,60,0
1920251N11323,UNNAMED,1920-09-12,27.80,-52.30,95,2
1920260N12284,UNNAMED,1920-09-22,28.90,-90.70,85,2
1920263N30283,UNNAMED,1920-09-22,31.80,-76.90,75,1
1920268N33303,UNNAMED,1920-09-24,33.50,-56.50,40,0
1920269N25277,UNNAMED,1920-09-29,26.40,-88.30,75,1
1921167N17278,UNNAMED,1921-06-22,27.00,-95.70,80,1
1921248N21265,UNNAMED,1921-09-07,22.40,-97.60,70,1
1921249N10320,UNNAMED,1921-09-11,17.60,-68.30,110,3
1921251N23297,UNNAMED,1921-09-12,30.50,-63.80,80,1
1921289N24276,UNNAMED,1921-10-21,41.20,-33.00,70,-4
1921293N13280,UNNAMED,1921-10-23,20.90,-85.40,120,4
1921323N21295,UNNAMED,1921-11-21,23.00,-74.50,50,0
1922164N15278,UNNAMED,1922-06-15,23.00,-96.70,45,0
1922256N10313,UNNAMED,1922-09-17,20.60,-66.80,105,3
1922261N29281,UNNAMED,1922-09-20,30.80,-76.50,70,1
1922284N12285,UNNAMED,1922-10-18,20.70,-85.90,95,2
1922285N17276,UNNAMED,1922-10-15,25.30,-84.00,45,0
1923174N20265,UNNAMED,1923-06-28,32.20,-75.00,50,0
1923244N29287,UNNAMED,1923-09-07,37.00,-58.00,90,2
1923250N12341,UNNAMED,1923-09-08,16.00,-21.50,45,0
1923253N27287,UNNAMED,1923-09-12,37.00,-64.50,70,1
1923268N21287,UNNAMED,1923-09-29,31.20,-73.30,105,3
1923285N10267,UNNAMED,1923-10-16,27.20,-91.00,70,1
1923288N22296,UNNAMED,1923-10-16,29.30,-61.00,55,0
1923290N20265,UNNAMED,1923-10-17,26.50,-88.90,50,0
1923297N19300,UNNAMED,1923-10-26,24.70,-63.00,40,0
1924170N18275,UNNAMED,1924-06-18,17.80,-86.60,40,0
1924210N29282,UNNAMED,1924-07-29,37.20,-71.40,55,0
1924229N11305,UNNAMED,1924-08-23,28.20,-75.70,105,3
1924239N14312,UNNAMED,1924-08-28,16.60,-61.80,95,2
1924257N24276,UNNAMED,1924-09-15,29.60,-85.50,75,1
1924264N16337,UNNAMED,1924-09-20,16.10,-23.20,40,0
1924268N11338,UNNAMED,1924-10-05,44.20,-44.70,50,-4
1924271N17274,UNNAMED,1924-09-30,38.00,-75.50,65,-4
1924286N26272,UNNAMED,1924-10-12,26.70,-89.00,50,0
1924288N16277,UNNAMED,1924-10-19,21.30,-84.70,145,5
1924311N13280,UNNAMED,1924-11-10,22.60,-74.70,70,1
1925230N29285,UNNAMED,1925-08-20,35.20,-65.10,70,1
1925238N30282,UNNAMED,1925-08-26,31.80,-77.00,35,0
1925249N22267,UNNAMED,1925-09-06,24.30,-96.20,45,0
1925331N20274,UNNAMED,1925-12-02,31.00,-78.70,80,-4
1926203N13304,UNNAMED,1926-07-26,23.70,-75.30,120,4
1926211N16314,UNNAMED,1926-08-05,28.10,-62.60,105,3
1926233N13285,UNNAMED,1926-08-25,26.80,-90.80,100,3
1926244N14319,UNNAMED,1926-09-12,29.50,-67.50,115,4
1926253N26306,UNNAMED,1926-09-12,30.30,-55.30,90,2
1926254N17278,UNNAMED,1926-09-15,22.90,-79.00,35,0
1926255N15314,UNNAMED,1926-09-16,21.30,-69.30,130,4
1926265N29311,UNNAMED,1926-09-24,32.00,-39.20,90,2
1926276N15281,UNNAMED,1926-10-03,14.50,-79.40,35,0
1926287N12279,UNNAMED,1926-10-20,22.30,-82.70,130,4
1926316N11281,UNNAMED,1926-11-13,12.10,-80.20,35,0
1927231N14320,UNNAMED,1927-08-21,21.40,-61.10,110,3
1927245N17340,UNNAMED,1927-09-09,26.00,-56.00,80,1
1927266N10324,UNNAMED,1927-09-28,27.50,-47.50,70,1
1927266N19311,UNNAMED,1927-09-26,32.00,-60.80,95,2
1927274N23291,UNNAMED,1927-10-02,29.00,-77.80,50,0
1927289N17273,UNNAMED,1927-10-17,17.20,-84.40,40,0
1927304N20280,UNNAMED,1927-10-31,21.00,-79.60,40,0
1927323N21310,UNNAMED,1927-11-20,28.40,-54.00,50,0
1928216N19296,UNNAMED,1928-08-07,25.80,-78.80,90,2
1928221N12300,UNNAMED,1928-08-10,17.30,-72.00,80,1
1928246N17287,UNNAMED,1928-09-04,18.50,-83.80,50,0
1928250N14343,UNNAMED,1928-09-13,17.50,-64.80,140,5
1928253N18312,UNNAMED,1928-09-10,27.00,-54.00,60,0
1928284N17324,UNNAMED,1928-10-14,32.20,-45.20,80,1
1929178N21267,UNNAMED,1929-06-28,27.80,-96.00,80,1
1929262N23296,UNNAMED,1929-09-25,25.60,-76.60,135,4
1929268N32294,UNNAMED,1929-09-26,34.70,-68.80,50,0
1929288N32323,UNNAMED,1929-10-15,31.20,-39.00,60,0
1929293N27309,UNNAMED,1929-10-21,34.70,-45.60,70,1
1930234N21306,UNNAMED,1930-08-25,27.10,-63.50,110,3
1930241N13317,UNNAMED,1930-09-03,18.40,-70.00,135,4
1930292N20265,UNNAMED,1930-10-19,20.10,-94.70,60,0
1931176N18273,UNNAMED,1931-06-25,19.80,-86.90,45,0
1931192N16278,UNNAMED,1931-07-14,26.00,-90.70,60,0
1931223N14299,UNNAMED,1931-08-12,16.00,-72.10,50,0
1931228N14301,UNNAMED,1931-08-17,17.70,-63.80,35,0
1931244N19299,UNNAMED,1931-09-03,19.50,-69.40,40,0
1931250N12297,UNNAMED,1931-09-10,17.40,-87.80,115,4
1931252N15307,UNNAMED,1931-09-16,19.10,-95.30,85,2
1931266N19308,UNNAMED,1931-09-28,35.30,-52.20,65,1
1931287N25284,UNNAMED,1931-10-15,29.10,-76.10,40,0
1931292N17275,UNNAMED,1931-10-21,28.50,-62.30,55,-4
1931306N18277,UNNAMED,1931-11-02,18.20,-84.50,50,0
1931316N12281,UNNAMED,1931-11-14,15.00,-82.00,45,0
1931326N22296,UNNAMED,1931-11-24,28.00,-72.30,55,0
1932127N15285,UNNAMED,1932-05-08,24.80,-67.30,55,0
1932225N22270,UNNAMED,1932-08-14,29.00,-95.20,130,4
1932240N21291,UNNAMED,1932-09-01,29.50,-87.40,75,1
1932244N19296,UNNAMED,1932-09-05,26.00,-77.00,140,5
1932248N37313,UNNAMED,1932-09-05,37.50,-51.40,60,0
1932253N19267,UNNAMED,1932-09-17,39.50,-71.00,65,-4
1932260N30318,UNNAMED,1932-09-21,40.30,-57.60,55,0
1932262N21265,UNNAMED,1932-09-19,26.50,-92.80,55,0
1932269N17303,UNNAMED,1932-09-26,17.90,-64.00,125,4
1932272N36311,UNNAMED,1932-09-28,35.00,-49.50,40,0
1932281N16278,UNNAMED,1932-10-09,17.90,-87.20,60,0
1932282N24303,UNNAMED,1932-10-10,32.40,-63.20,50,0
1932292N26318,UNNAMED,1932-10-19,34.00,-43.40,60,0
1932304N15305,UNNAMED,1932-11-06,14.20,-78.90,150,5
1932308N14312,UNNAMED,1932-11-08,28.70,-47.60,85,2
1933135N13278,UNNAMED,1933-05-16,22.20,-87.30,45,0
1933176N09318,UNNAMED,1933-07-05,25.50,-90.30,95,2
1933195N15300,UNNAMED,1933-07-18,17.70,-84.50,45,0
1933206N14306,UNNAMED,1933-08-04,25.80,-96.20,80,1
1933206N31303,UNNAMED,1933-07-25,32.00,-53.50,50,0
1933226N12339,UNNAMED,1933-08-19,25.40,-57.80,120,4
1933226N14295,UNNAMED,1933-08-18,23.00,-84.50,40,0
1933234N13335,UNNAMED,1933-08-31,22.20,-72.10,140,5
1933236N21297,UNNAMED,1933-08-28,34.40,-65.80,55,0
1933239N19268,UNNAMED,1933-08-28,21.70,-94.80,35,0
1933243N18304,UNNAMED,1933-09-03,25.40,-76.80,120,4
1933251N15303,UNNAMED,1933-09-12,23.30,-61.60,120,4
1933254N17272,UNNAMED,1933-09-15,22.30,-97.50,95,2
1933259N11302,UNNAMED,1933-09-21,18.40,-82.80,140,5
1933268N29325,UNNAMED,1933-09-26,37.40,-37.00,65,1
1933274N15279,UNNAMED,1933-10-06,27.20,-76.30,110,3
1933274N20290,UNNAMED,1933-10-02,23.00,-72.00,40,0
1933298N13280,UNNAMED,1933-10-29,17.80,-77.70,80,1
1933299N28285,UNNAMED,1933-10-29,41.20,-64.40,70,-4
1933320N11280,UNNAMED,1933-11-16,12.10,-82.60,50,0
1934156N17273,UNNAMED,1934-06-14,23.70,-91.80,85,2
1934193N31281,UNNAMED,1934-07-15,37.40,-63.30,80,1
1934203N32281,UNNAMED,1934-07-25,28.00,-95.70,75,1
1934233N13302,UNNAMED,1934-08-20,13.50,-57.70,35,0
1934238N27271,UNNAMED,1934-08-27,29.20,-93.70,70,1
1934244N29288,UNNAMED,1934-09-02,31.10,-73.00,45,0
1934248N24286,UNNAMED,1934-09-07,30.10,-77.20,90,2
1934260N13303,UNNAMED,1934-09-17,16.10,-60.70,45,0
1934261N14338,UNNAMED,1934-09-24,36.50,-40.30,50,0
1934275N21276,UNNAMED,1934-10-05,27.70,-88.30,50,0
1934275N26322,UNNAMED,1934-10-02,29.90,-44.60,85,2
1934293N15283,UNNAMED,1934-10-20,16.70,-76.00,40,0
1934324N23299,UNNAMED,1934-11-23,26.60,-66.50,100,3
1935135N17292,UNNAMED,1935-05-17,25.60,-65.80,50,0
1935228N11304,UNNAMED,1935-08-21,26.20,-67.80,115,4
1935241N23291,UNNAMED,1935-09-03,24.60,-80.50,160,5
1935242N20274,UNNAMED,1935-09-01,19.00,-93.90,50,0
1935266N15285,UNNAMED,1935-09-29,25.20,-79.60,120,4
1935292N13279,UNNAMED,1935-10-22,19.70,-76.10,75,1
1935303N32299,UNNAMED,1935-11-03,29.40,-76.10,90,2
1935307N34299,UNNAMED,1935-11-04,36.70,-56.00,40,0
1936164N18273,UNNAMED,1936-06-12,19.70,-86.40,40,0
1936171N22270,UNNAMED,1936-06-20,23.80,-91.40,45,0
1936179N26265,UNNAMED,1936-06-27,27.50,-96.60,70,1
1936208N23276,UNNAMED,1936-07-27,27.20,-89.70,40,0
1936209N24286,UNNAMED,1936-07-31,30.10,-86.50,90,2
1936217N19300,UNNAMED,1936-08-10,43.30,-58.60,45,-4
1936221N27272,UNNAMED,1936-08-09,28.40,-91.40,35,0
1936228N21273,UNNAMED,1936-08-16,24.30,-91.00,65,1
1936233N26284,UNNAMED,1936-08-21,28.50,-79.90,50,0
1936239N13335,UNNAMED,1936-09-01,27.20,-57.70,95,2
1936241N18274,UNNAMED,1936-08-30,21.60,-95.10,70,1
1936251N21302,UNNAMED,1936-09-07,20.80,-57.80,35,0
1936252N13312,UNNAMED,1936-09-15,26.80,-64.90,105,3
1936254N19266,UNNAMED,1936-09-12,22.40,-94.60,45,0
1936263N19300,UNNAMED,1936-09-21,27.00,-70.30,90,2
1936284N20269,UNNAMED,1936-10-09,20.30,-91.30,35,0
1936338N27333,UNNAMED,1936-12-06,33.90,-36.40,55,0
1937210N27274,UNNAMED,1937-07-31,36.00,-74.40,60,0
1937215N23285,UNNAMED,1937-08-07,37.10,-72.20,55,0
1937237N18299,UNNAMED,1937-08-30,29.00,-80.50,60,0
1937252N18306,UNNAMED,1937-09-12,27.40,-60.00,85,2
1937253N31295,UNNAMED,1937-09-11,38.40,-70.70,60,0
1937256N17304,UNNAMED,1937-09-15,20.70,-57.70,110,3
1937260N23266,UNNAMED,1937-09-18,26.60,-91.30,50,0
1937263N15317,UNNAMED,1937-09-23,24.80,-53.50,85,2
1937269N23281,UNNAMED,1937-10-01,54.30,-39.50,65,-4
1937275N25272,UNNAMED,1937-10-02,24.90,-88.60,40,0
1937292N35315,UNNAMED,1937-10-19,37.50,-50.40,70,1
1938002N32319,UNNAMED,1938-01-04,24.30,-39.20,70,1
1938220N18298,UNNAMED,1938-08-08,17.50,-62.30,60,0
1938222N11301,UNNAMED,1938-08-12,19.10,-81.70,85,2
1938235N14286,UNNAMED,1938-08-25,19.60,-85.90,105,3
1938253N13314,UNNAMED,1938-09-13,20.90,-62.00,35,0
1938253N13341,UNNAMED,1938-09-19,24.80,-71.10,140,5
1938284N16273,UNNAMED,1938-10-14,25.00,-86.00,50,0
1938290N32296,UNNAMED,1938-10-19,27.60,-72.00,35,0
1938311N20288,UNNAMED,1938-11-07,21.30,-73.30,60,0
1939163N18272,UNNAMED,1939-06-13,21.90,-85.80,55,0
1939220N19296,UNNAMED,1939-08-11,26.20,-78.30,65,1
1939227N31298,UNNAMED,1939-08-18,35.10,-63.60,55,0
1939266N19266,UNNAMED,1939-09-26,27.70,-90.80,45,0
1939285N18298,UNNAMED,1939-10-15,26.30,-66.90,120,4
1939302N15278,UNNAMED,1939-11-01,19.20,-80.90,80,1
1940141N22289,UNNAMED,1940-05-22,31.50,-72.70,55,0
1940217N29277,UNNAMED,1940-08-07,29.20,-92.60,85,2
1940219N19295,UNNAMED,1940-08-11,30.70,-77.90,85,2
1940240N26295,UNNAMED,1940-09-01,34.50,-74.30,95,2
1940252N15313,UNNAMED,1940-09-13,23.20,-70.60,85,2
1940263N12279,UNNAMED,1940-09-21,17.90,-87.40,45,0
1940266N29311,UNNAMED,1940-09-23,37.00,-34.00,85,2
1940294N12281,UNNAMED,1940-10-22,13.40,-81.50,70,1
1940299N22288,UNNAMED,1940-10-27,45.00,-50.00,70,-4
1941254N27273,UNNAMED,1941-09-12,28.00,-89.30,50,0
1941261N24272,UNNAMED,1941-09-23,28.30,-95.50,110,3
1941261N27281,UNNAMED,1941-09-22,30.40,-73.30,70,1
1941267N14300,UNNAMED,1941-09-27,14.50,-81.00,115,4
1941277N21298,UNNAMED,1941-10-05,24.00,-73.60,105,3
1941288N21291,UNNAMED,1941-10-19,27.70,-84.30,45,0
1942215N16275,UNNAMED,1942-08-05,21.10,-96.90,50,0
1942230N19275,UNNAMED,1942-08-19,28.00,-90.80,70,1
1942236N15286,UNNAMED,1942-08-29,24.60,-91.70,100,3
1942237N28298,UNNAMED,1942-08-26,32.30,-63.10,95,2
1942259N13301,UNNAMED,1942-09-17,15.70,-68.70,45,0
1942262N35295,UNNAMED,1942-09-19,32.70,-68.50,45,0
1942270N30297,UNNAMED,1942-09-28,31.50,-66.30,45,0
1942274N24289,UNNAMED,1942-10-02,30.20,-64.40,60,0
1942283N30289,UNNAMED,1942-10-11,33.90,-75.00,45,-4
1942287N19283,UNNAMED,1942-10-16,29.00,-74.10,45,0
1942309N22288,UNNAMED,1942-11-08,17.80,-87.00,95,2
1943207N28272,UNNAMED,1943-07-27,28.90,-93.40,90,2
1943226N17300,UNNAMED,1943-08-16,24.80,-72.00,50,0
1943231N14305,UNNAMED,1943-08-24,29.00,-67.00,120,4
1943244N25301,UNNAMED,1943-09-04,32.50,-61.20,105,3
1943256N26282,UNNAMED,1943-09-13,29.50,-76.50,45,0
1943259N24266,UNNAMED,1943-09-17,27.70,-95.40,85,2
1943271N29294,UNNAMED,1943-09-30,36.50,-73.00,55,0
1943274N24299,UNNAMED,1943-10-01,24.00,-60.70,60,0
1943284N13300,UNNAMED,1943-10-16,26.60,-68.20,95,2
1943294N16279,UNNAMED,1943-10-21,16.60,-82.40,40,0
1944195N20291,UNNAMED,1944-07-17,32.20,-74.80,70,1
1944206N13303,UNNAMED,1944-07-25,14.70,-63.90,55,0
1944213N22291,UNNAMED,1944-08-01,30.50,-77.70,70,1
1944230N12301,UNNAMED,1944-08-19,16.20,-72.20,105,3
1944232N20275,UNNAMED,1944-08-21,23.10,-92.80,50,0
1944253N21302,UNNAMED,1944-09-13,27.40,-74.30,140,5
1944253N25265,UNNAMED,1944-09-10,29.10,-89.60,55,0
1944263N19276,UNNAMED,1944-09-20,20.90,-85.60,70,1
1944266N17319,UNNAMED,1944-09-25,37.00,-53.50,85,2
1944274N14301,UNNAMED,1944-09-30,14.50,-59.50,40,0
1944274N33316,UNNAMED,1944-10-01,35.90,-44.80,45,0
1944285N36320,UNNAMED,1944-10-12,36.00,-39.00,70,1
1944287N16280,UNNAMED,1944-10-18,22.20,-82.90,125,4
1944306N12279,UNNAMED,1944-11-02,11.50,-82.50,60,0
1945110N09160,ANN,1945-04-21,9.80,157.90,50,0
1945134N19136,BETTY,1945-05-15,24.00,140.50,55,0
1945153N11133,CONNIE,1945-06-05,28.00,137.60,70,1
1945170N13134,DORIS,1945-06-19,15.00,134.90,45,0
1945172N19274,UNNAMED,1945-06-23,27.60,-86.00,85,2
1945185N14113,NANCY,1945-07-07,20.70,114.40,50,0
1945196N09133,OPAL,1945-07-19,26.20,126.80,65,1
1945200N26270,UNNAMED,1945-07-20,26.60,-92.20,35,0
1945204N09137,EDNA,1945-07-28,26.10,152.30,40,0
1945204N17118,PEGGY,1945-07-23,19.20,117.00,35,0
1945211N23129,EVA,1945-08-01,24.20,130.60,80,1
1945214N14302,UNNAMED,1945-08-03,16.10,-63.30,50,0
1945218N16124,QUEENIE,1945-08-07,18.40,115.60,80,1
1945222N22149,FRANCES,1945-08-11,29.00,146.00,50,0
1945228N17161,GRACE,1945-08-21,29.00,146.20,60,0
1945229N15137,SUSAN,1945-08-25,26.20,133.60,80,1
1945230N17307,UNNAMED,1945-08-18,18.20,-58.00,60,0
1945234N22131,RUTH,1945-08-25,30.90,135.80,70,1
1945236N19116,TESS,1945-08-24,22.30,114.70,70,1
1945236N21266,UNNAMED,1945-08-26,27.00,-96.80,100,3
1945241N14278,UNNAMED,1945-08-31,17.70,-86.90,60,0
1945242N15136,HELEN,1945-09-02,21.50,123.00,105,3
1945247N21275,UNNAMED,1945-09-04,24.40,-82.10,35,0
1945250N12128,URSULA,1945-09-10,22.00,121.90,90,2
1945253N08157,IDA,1945-09-16,26.10,128.30,70,1
1945253N16302,UNNAMED,1945-09-10,20.10,-61.80,50,0
1945255N19302,UNNAMED,1945-09-15,24.20,-78.60,115,4
1945264N12124,WANDA,1945-09-23,15.10,117.70,40,0
1945264N17114,VERNA,1945-09-21,19.00,110.30,50,0
1945268N12143,JEAN,1945-09-30,21.00,123.30,90,2
1945271N06160,KATE,1945-10-04,26.00,135.50,60,0
1945275N09161,LOUISE,1945-10-09,24.50,127.50,65,1
1945275N16279,UNNAMED,1945-10-04,16.60,-86.10,80,1
1945284N14282,UNNAMED,1945-10-12,21.60,-79.30,85,2
1945305N13133,MARGE,1945-11-02,14.60,129.00,45,0
1945319N10119,YVONNE,1945-11-16,12.70,112.70,40,0
1945326N10139,NORA,1945-11-27,17.70,132.60,80,1
1946086N12153,BARBARA,1946-03-28,12.80,150.20,100,3
1946131N11143,CHARLOTT,1946-05-11,11.80,141.90,80,1
1946165N28274,UNNAMED,1946-06-14,28.40,-87.60,35,0
1946168N07133,DOLLY,1946-06-22,22.90,122.50,110,3
1946174N19120,ELINOR,1946-06-23,18.70,120.10,50,0
1946178N09144,GINNY,1946-07-01,18.70,141.40,80,1
1946186N31281,UNNAMED,1946-07-07,38.20,-70.60,70,1
1946193N13143,INGRID,1946-07-15,16.80,127.20,120,4
1946204N17147,JANIE,1946-07-25,24.30,141.20,100,3
1946222N15152,LILLY,1946-08-12,20.80,147.60,125,4
1946234N18130,MAGGIE,1946-08-24,23.90,137.90,60,0
1946237N21266,UNNAMED,1946-08-25,21.00,-94.00,35,0
1946250N12150,OPAL,1946-09-10,14.70,125.70,100,3
1946251N11165,PRISCILL,1946-09-11,20.80,151.70,100,3
1946255N24281,UNNAMED,1946-09-13,27.80,-75.20,85,2
1946261N11161,QUERIDA,1946-09-23,19.30,130.80,120,4
1946275N33324,UNNAMED,1946-10-04,37.70,-29.70,80,-4
1946279N18273,UNNAMED,1946-10-07,23.70,-83.60,85,2
1946292N11131,ALMA,1946-10-21,16.90,127.90,120,4
1946305N22287,UNNAMED,1946-11-01,23.90,-76.50,40,0
1946309N12126,BETTY,1946-11-07,20.20,126.70,120,4
1946317N14142,DIANNE,1946-11-16,16.30,134.10,95,2
1947078N06131,ANNA,1947-03-19,5.90,131.00,35,0
1947133N16138,BERNIDA,1947-05-15,24.60,141.50,80,1
1947168N11132,CAROL,1947-06-20,18.40,122.80,100,3
1947188N15137,DONNA,1947-07-08,26.10,128.00,35,0
1947198N17115,EILEEN,1947-07-18,17.60,111.20,35,0
1947207N18133,FAITH,1947-07-30,26.90,124.10,50,0
1947212N20266,UNNAMED,1947-08-02,25.60,-97.30,45,0
1947217N20136,GWEN,1947-08-06,30.60,136.30,100,3
1947221N13285,UNNAMED,1947-08-15,22.00,-96.60,95,2
1947224N18115,HELENA,1947-08-12,18.70,113.80,70,1
1947231N23278,UNNAMED,1947-08-24,28.90,-94.10,70,1
1947236N09138,INEZ,1947-08-28,20.00,124.30,100,3
1947247N15340,UNNAMED,1947-09-14,23.70,-69.40,125,4
1947248N13135,JOYCE,1947-09-09,21.20,124.20,35,0
1947250N28274,UNNAMED,1947-09-08,29.50,-87.70,50,0
